id,content,label_e,label_n
26735.3,"The Tabs Monitor that Mom uses has a string that can be shortened to any length.  You could attach it to any part of his clothing to sound the alarm when he goes beyond where you feel that he is safe.
  Good luck!",1,1
37453.9,Ndhme! A fellow Red Sox and Patriot fan I hope! Wicked cool! Haha!,1,1
23370.6,"My mother is very attuned to the people I hire to assist her with her activities of daily living (ADLs). One person I hired was an LPN. When she arrived I told her my mother was lying in bed but awake and awaiting her bath/shower. My mother is very receptive to her bath/shower and excited every morning about getting up and eating breakfast. However, the LPN had a coughing fit for so long that I went in the room to see what was going on. My mother had the covers over her head! I pulled them down and my mother said, ""don't leave me with her. she's germy."" I know my mother is very cautious about germs. She always washes her hands. Well, I got the woman a cough drop and told her that she should have known that you need to treat dementia patients (PWD) with the same respect as non-dementia patients. You never know what the person with dementia is processing. I believe that these hired caregivers treat PWD like brainless people and the PWD have negative reactions to the hired caregivers. Also, some hired people have an attitude that the PWD should be left to continue these obnoxious or bad behaviors. I think some of these posters to your thread should re-read your original post to place fault with the hired help and not you.",0,1
943.5,we will be here...holding you closely....,1,0
34559.8,"12. I can put any program I want to watch on T.V.
My wife doesn't watch tv anymore, but I will and hold her hand every night.",0,1
22271.3,"Sometimes they are not asking so much about going to a ""physical"" home, but to a time in their life, where they felt safe and familiar, basically, they could be talking about their life before they got sick.  She's not able to remember any longer that where she's at is her home.
  You can ask them to tell you about their home and what they liked best about it.  You can look at pictures of her home if you have any.  You can tell her she is home with you and you enjoy having her for company very much.
  You can take her for a ride in the car, go a few blocks away and come back and say, ""we're home now.""
  You can tell her, you'll give her a ride home tomorrow in the morning when the weather is better, or when your car gets fixed.
  If this is a new behavior, you may want to take her to see her doctor to check for a urinary tract infection which can sometimes make the person be more agitated and confused.
  Distraction techniques can work, like ""let's have lunch first or get an ice cream, then we'll go home.""
  Do you feel she might benefit from medication to help her relax and relieve anxiety if you or her doctor feels that might be the cause.
  Can you give her some tasks to do to keep her busy.  Does she go to a senior daycare where she might enjoy being with other people and participating in socialization and activities.
  This type of thing can go on for awhile and I know it can get frustrating and there's a lot of repetition involved for both your grandmother and you.  Sometimes, you have to try a bunch of different techniques.  What might work today, will not work tomorrow and you have to switch back and forth.
  Try different things and see what helps.  I know others will have more suggestions for you.",0,1
39785.11,Happy that you have found a sense of peace. A long time coming. Hugs to you.,1,0
10805.8,"Hey deedsypoof,
First of all, I am SO sorry you're going through this too. However, you are definitely not alone. I just turned 22 and I'm also faced with taking care of my mom, who has had an EO diagnosis at just 55. I'm also in college and already going through a lot, so I totally understand how shitty it is to have all of this suddenly thrown in your lap. I am rooting for you!!!!
I'm new to this whole thing too, so I may not be much help, but I sure as heck want to at least try to help you in some way.
1) I think it's a good idea to consult a professional. For example, I called a memory care facility and spoke with their head manager, and she was able to give me tons of helpful advice. They can even give you tips on how to get your mom to cooperate better with the planning process. If I were you, I'd find a memory care facility near you (Idk which ones they have out there in CA), and speak with someone, like I did, and ask them this question. They will be happy to help you, and it doesn't mean that you HAVE to use that specific facility. They are honestly there to help people who are going through this. They understand how hard this is, and they will be there for you. They also have support groups that they can hook you up with.
2) Do her sisters live in CA as well? I know they are not close to you guys, but they are her SISTERS, I would still at least TRY to get into contact with them. Tell them your situation, and ask them for help in some way--you're gonna NEED it. Please do NOT be afraid to ask ANYONE for help. If they do not want to help you, then that is on THEM. They will have to live with that, and they WILL answer for it, I promise you (no offense to your aunts, I am just very angry about people not helping). If her sisters will not step up and help you guys out, I would then suggest taking advantage of a daycare for adults. There are places that will allow you to leave your mom (temporarily) whenever you cannot be with her, and then you can come pick her up, just like a children's daycare. For example, I know of a facility called ""A Place For Mom"", and there are probably a ton of different places like that. Another option I can think of is maybe you could get a job that allows you to work from home. That way, you can still work and still be at home with your mom. Also, you could try reaching out to a church group that might have some resources available to help you. I know a lot of churches do volunteer work like that sometimes. Also, take advantage of online classes! That's what I'm currently doing.
3) I have experienced lots of guilt too. However, you will get more and more patient as time goes on. I remember when my mom first got diagnosed, I suddenly felt overwhelmingly guilty about every single fight we have ever had. You know what though? It is pointless. Does it define your mother-daughter relationship? NO. Does it change a thing? NO. Does it mean you love her any less? NO. If anything, I believe that fighting is a crucial part of a close, meaningful relationship. Fighting is passion. People who have never had a fight, are people who are not TRULY close enough. That is what I truly believe because I have seen this firsthand, and I believe it wholeheartedly. Your mom worked those 2 jobs to take care of you and make sure you had nothing but the best, and now the roles have switched and you have to do the same for her. Try to establish a process of keeping your cool, even when it's the hardest. I am (still) learning how to pick my battles wisely with my mom. For example, leave the room and count to 10. In that time, compose yourself and remind yourself that your mom is not the same person anymore. She will no doubt get under your skin like never before. They say that the person's usual temperament is amplified, so if they were difficult before, it's gonna be difficult times 2! But you have a VERY important job to do, and that is to keep the peace and make this time with your mom as enjoyable as possible. Remember, you don't want to look back and regret things you've said to her, or wish you had acted differently. Some things are just not. worth. it. One of the best things you can do is learn to hold your tongue, and just agree with her even when she's wrong (unless the thing is dangerous or something).
Please do not feel guilty about wanting to live your life. I want to live my life too, and that is how you're SUPPOSED to feel when you're in your 20s. Yes, take care of your mom and be there for her all you can! But, please do NOT forget to take care of yourself!!!!!
Please make sure you are finding time to exercise, eat a brain-healthy diet, take brain/memory supplements, manage your stress, go to support group, go to counseling (a lot of universities have FREE counseling!!), do FUN things that you enjoy, spend time with your mama, and try to maintain a positive outlook on the future.",1,1
4142.7,"I too have loved your blog and have read every entry related to your mom, and a others too. Your mother is a little ahead of my mother in Alz, but so many things about your mother remind me of my mother...they would be friends if only they had run into each other. 
We are looking at assisted with memory care facilities now. The transition will be soon. She will have children nearby and she can make friends in the facility, and also know caregivers there, and have activities galore. It is not abandonment! It is going to be quality time with mom. ",1,1
22614.4,"Happened to two gentlemen in neighboring towns. Both went for a walk. One was found within a week, one after winter had passed. I think of that with my LO safe in placement that I will know where he is every day, and I think we had some close calls when he was still home and stupid me did not realize how unsafe he was.  In fact, one winter day I was on my way up here when a lady wandered in bed slippers and just a sweater from a house a distance away and I was reminded how unsafe some folks are--she had a 24/7 caregiver and was just a little bit of a thing but there she was.",0,1
2273.3,I can certainly understand how you might be down or sad.  Having your DH diagnosed is a very life altering thing. It's so good that you are getting counseling. Sharing is vital too. That cruise sounds awesome.  Is there anyone who could do the driving for you and DH in the future?,1,1
45869.6,"I just read the book by Katy Butler--Knocking on Heaven's door:  The path to a better death.  That book REALLY spoke to me as I have a defib/pacemaker.  I have made the choice a couple of years ago not to have the batteries replaced. I had gotten the defib/pace because the doctor said I had to have it before he would let me out of the hospital.  Not good time to have to make such choices.  It lasted about 5 years and did go off once but the pacemaker part was always fighting my heart because I have a rhythm problem.  It required lots of visits but not anything to make it better.  The medicine that I am on can make the rhythm problems too.  I would really think hard before having one put in a person with dementia.
  One part that spoke to me in the book was about how people with spouses with dementia may not wear their wedding rings because they feel that the person they married are no longer there.  Doesn't mean they would cheat or anything, just how they deal with it in their minds.
  My older brother is the only one on the family besides my husband and son who know about the battery decision.  My dh has never questioned or asked about my choice.  I know my cardiologists is not happy (I had to change cardiologists) but he accepts it.  No one else in the family has asked how I am doing, but my brother did and so I told him.  I don't know if I should tell my other family members.
  Sorry, did not mean to make this about me.   My recommendation, think carefully and make an informed decision.
Teresa99 ",0,1
21528.4,"My understanding, from my mother's doctor, is that seizure activity is fairly common in dementia patients.  My mother suffered some seizure activity during an illness when she was entering stage 6.  Her seizures were more like ""absence"" seizures, where she was unresponsive.  She didn't fall to the floor or shake or froth at the mouth.  She would just ""freeze"" wherever she was and would get this vacant look in her eyes.  While during this episodes, she could neither speak or follow simple commands like ""walk over here"" or ""sit down here"".   It was pretty scary.  She was hospitalized for several days.  After a couple days, she didn't have that type of activity on a regular basis again, although I think she may have had a couple years later.

They never diagnosed the direct cause of those episodes, but we also got the ""it could have been a TIA or other cardio/vascular event"".",0,1
36020.5,"DH has begun using words he just heard on the tv.  We have been at rehab for a few weeks now and on Tuesday he called everyone and everything Donald Trump.  He even called me ""Don"".  Most of the day I have difficulty understanding what he wants because his words are mixed up.",0,1
49352.7,"Stellar, KML, I'm sorry for your recent, tragic losses.  I too am glad you're here on this board getting support from people who truly understand the journey, the pain, the anger, the loss. 
  Stellar, I don't think you should rush to feel the feelings, they'll come, most definitely.  OMNI and Beth told me that the numbness is a kind of protection for the first few weeks after our loved ones pass away.  I agree.  I've been without my mom for four months today.  The numbness has certainly long gone and the pain is very present to deal with.  I think I've been handling a handful of sorrows at a time.  First, I just grieved what happened to her, and to me (losing my mom little by little and eventually, witnessing her death over 5 days).  I've either processed that somewhat or put it away for later, because now I'm mostly grieving missing the mom who was healthy, vibrant, wonderful.  She was 65 when she died, and until this awful disease, she had lots of energy and at least moderately good health.
  Please be patient and gentle with yourself, don't take on too much and don't listen to the world that might eventually urge you to hurry up and get back to life as usual.",1,1
39023.31,"Leanne...hard news for you and hard to share. I hope your mother is comfortable. I know  you and your mother will be sharing so much during this time. Hugs to you both...please keep us updated when possible.
Lorita....I personally know nothing about Dr Bookman. I did google...he is in the same practice as Keener and Mesiya. They are board certified...he is not but that does not always matter. More importantly they work together.
Neck brace is the result of a serious bout of vertigo that resulted in my being in the Heart Hospital the better part of a week 4 weeks ago. Tomorrow I go to Dean McGee Eye Institute for more testing. I am by myself at night but my Winda is with me during the day. I can not drive, get dizzy just moving. What an annoyance!!!!!
Another round of primaries today. What a fiasco. Nothing like our politics. Do yue ever wonder what other countries think of all of this? How about a report from Australia.
My son drove down from STL for my birthday (75). The 12th is the actual day but I choose to have everyone together so this weekend is it.
My daughter will turn 50 in May. We are looking to do something memorable. She is into fitness and shopping while I would rather be in a museum. Hmmmm. Any suggestions are welcome..",1,1
40999.4,Hugs & prayers for both of you! Twink,1,0
27926.2,"I have not seen that yet, but Mom is stage 6. Will be interested to see what others say!",0,1
28200.18,"When my wife entered the MCH 5 months ago one of the things I signed was an OK for EMT resuscitation.  At that time it seemed like the thing to do; she was still quite lucid.  At what point does this change?  I surely don't know.  I am sure, however, if the EMT unit had to be called in the middle of the night the aides would not go running for the paperwork.

I'm not sure when I would change the paperwork but it is something I will have to keep in mind, although I doubt that it would be checked in the time of need.  

EMTs are trained to resuscitate and transport, that is what they do. Dr.s and nurses are also trained to try to heal, at least in most cases.  That is why we family caregivers have to be ready to intervene.  I have read somewhere that it isn't so difficult to keep hydration and feeding tubes from being connected but it is very hard to get them removed.

I am so sorry that you had to find this out Marg.  This information serves no purpose but to distress.  My prayers continue for you.

Bob  ",1,1
16807.3,"Storycrafter, unlike many of us who as caregivers sacrifice everything and then wonder why there is nothing left, you are wise enough to engage in self-preservation. You note that you will not give up on spiritual and personal enrichment activities - GOOD FOR YOU! Without them I bet you would spiral downward awfully fast. It's like you are holding on fast to the one thing that will enable you to continue holding on - CONGRATULATIONS ON YOU INSIGHT!

I know what you mean about not wanting to be the one who lets others down, who says yes and eventually has to say, ""sorry, it's no!"" I once read that the definition of stress is when the mind says, ""No, I can't possibly,"" and the mouth says, ""Oh, I'd love to!""

Wise choices, my friend. I'm proud of you!

Nora",1,1
20807.1,please accept my sympathy and a soft hug,1,0
38696.65,"I hope everyone is doing well.  We go to the Dr. Wed.  My DH's blood sugar is still too high.  He just can't seem to be able to stop eating.  I ask him what he wants to talk to the Dr. about. He says ""I don't know"".  When I ask how he is doing he says ""bad"", but can't explain what he means by that. For the most part he looks pretty normal to the outside world, but I can't seem to get a straight answer from him. (drives me nuts sometimes).  Someone over heard me giving instructions to my DH and they laughed because I had to keep repeating myself, like I was talking to a child. (they didn't know there was anything wrong with him). He just couldn't understand my instructions so he kept being confused. I finally told him to let our daughter help him. I'm thinking the Dr. will try to put him on something for this eating issue and his mood swings.  The nero. tried but he refused because he doesn't like her.  He thinks she picks on him. He said he would take meds. this Dr. gives him.",1,1
28158.3,"Becka,
  Good to see you again and looking forward to getting re-acquainted!  Nice to know you bring a little entourage with you, too!
 ",1,0
27832.3,"I think the worst one was when some snot-nosed doctor tried to compare my father to a used car that wasn't worth repairing anymore (this was over whether or not to do a biopsy to find out what the nodule in his lung was - it turned out to be an infection - great thing to die over, right?)
  I just looked at him and said, ""SERIOUSLY?""",0,1
16328.7,"Welcome, hruth. Is your mom on any of the memory medications, such as Aricept or Exelon patch? They can help her function better and speak better.

Is she able to use the computer? Please invite her to join us patients on the Younger Onset Alzheimers board. She needs to know that her life is not over with a diagnosis of Early Onset Alzheimers Disease.

How old is your mom? Is there anyone else in the household to support your mom?

Iris L.",1,1
11971.3,"Contact the Ombudsman, there should be a phone number or contact information somewhere listed at the facility.  I'm glad to hear that your mom will be moving, but still file a complaint with the Ombudsman, the next families coming in may benefit from your experiences.
Talk with the ombudsman about the facility wanting you to pay another full month.  Maybe the facility will think about it after knowing the ombudsman has been contacted.  Maybe even seek some legal advice on this, too.
 ",1,1
39454.25,"I love this forum. It needs to be open to PWD and Caregivers alike. I know that there has been some invaluable information from the PWD and agree with those that stated if it's not an interesting topic to you, scroll on.
Sheri",1,1
40578.11,"I believe I have caregiver's dementia, because so much is on me now, it is hard and so stressful and your mind is in overdrive. This is just the beginning for me, too, I hate to think what I will be like later on when this all progresses. Some times I worry that I am getting like my husband because I forget things, but then again, I am trying to do several things at one time and remember so much at once, too.

Jill",0,1
25965.1,great news...sleep well,1,0
28787.4,"I see that you live in Michigan. In Michigan, persons with Alzheimer's cannot be involuntarily committed according to  the state's Appeals Court.  Here's the decision:  
   http://www.wisbar.org/AM/Template.cfm?Section=News&Template=/CM/ContentDisplay.cfm&ContentID=102038  

  Please get a consult with an elder law attorney to discuss guardianship. ",0,1
46531.464,"Shirley:  How is Bill?  Have they started the chemo?  I have been thinking of you and so hoping things were going okay. 
  Johanna C.",1,1
33482.7,"A few years ago, we took a little trip for a ""mini family reunion"". MIL was still in the early stages and she really enjoyed the trip. We did quite a bit of physical activity and she enjoyed (and recognized) her time with the family. For a good two or three weeks after the trip, she was like a different person. Her memory was much better and she had a ""spring in her step"" that she hadn't had for quite a while.

The positive effects did eventually wear off after we settled back into home and the memory lapses and personality blips that she had before the trip did return.

I say if you can keep him safe and this is helping him right now, keep it up.",0,1
42845.2,"Hi Lesley,
  My husband is up and down like that . Stage 6E.  Our neurologist feels he will have at least a year or more. I was shocked, I thought he was dying like in 6 months or less.  So I had to adjust my thinking.
   It's hard to figure it out.   Swallowing, eating and the socks has been up and down.
It's tiring for sure.",1,1
25503.8,"Nina, I follow the Flylady to help keep my life out of chaos.  Her story is inspirational.  I won't post a link but you can google if you are interested.

Iris L.",0,1
10340.3,"Hi - a geriatric psychiatrist was instrumental in getting my mother's meds in order.  First her synthyroid dose was tweaked, then she was put first on generic zoloft - a low dose, then buspirone was added (which was titrated up to 30 mg/day - 10mgx3), and finally generic aricept at a low dose.  The combination has effectively stabilized her moods for over a year now without sedating her.  Once the drug combo was in place, all behavioral issues have responded to environmental and non-drug remedies (i.e. staff approaches etc.).  Before the geripsychiatrist we had a hellish transition week where my mother was started on a different medication (benzodiazepines) at the prompting of her new facility to primary care drs, to which she had an extreme reaction but which the facility kept coming back to until they kicked her out, coincidentally on the day she was first scheduled to see the geri-psychiatrist.
 My mother was 85 when she was diagnosed by her small town dr. as moderately severe dementia, apart from ER visits she has never been evaluated by a neurologist, so she didn't have advanced diagnostic tests like MRIs or spinal taps, she did have extensive bloodwork and CAT scans (after falls).  She is beyond neuropsychological testing but has had speech therapy services.  At 88, she is currently under the treatment of a primarily palliative care dr./nurse practitioner team and a geriatric psychiatrist, both practices have an extensive geriatric/dementia practice. The geri psych calls it probable alzheimer's, the GP calls it moderately severe dementia, possibly alzheimer's.  Adding a neurologist to her mix would not really have much benefit to her care at this point.",0,1
17440.4,another YAY!!!,1,0
47305.13,"I don't even want to begin on this subject again.  People have very different opinions and will do what they will do.  It, the discussion,  will tend to get very heated.

This subject was discussed ad infinitum this past August.  Just search for the thread ""Taking on a Paramour.""  The opinions are all there.


Remember, we're all in the same boat; and the darn thing leaks!

Bob  ",1,1
48059.2,"bela wrote:
and how it works ....there seem to be so many online cant tell from the pictures per se if it is the item i want.  And recommendations based on experience?
What are you talking about? How is it used?",0,1
36091.5,"Robert-

This is such a difficult subject. So many ways for this to leave hurt and bad feelings behind and even to cause friction between your daughters after you are gone. 

I have a friend whose mom created a joint bank account with her ""helpful"" child which will go to her as the survivor on the account- this will be outside of her will which will distribute her other assets equally. ",0,1
46325.1,"My husband has three riffles in his cabinet when his doc asked him if he had guns
in the house he told her one she gave him a gun lock for it but did not tell her about the other two I have no idea how to put it on the gun and he wont says it is not necessary so I think I will get a new lock for the cabinet and loose the key, I hid dis bullets he use to ask me about them but has not for awhile now I hate guns and don't want to touch them so I guess when he becomes more forgetful I will loose them also.",0,1
41412.5,"Celi, so sorry you canceled your lunch. I work winters, have summers off. During the winter, I don't get to see MY friends. But when I am off I go to lunch with them once a week. They both work so only get about an hour 1/2 with them. Yes, DH gets upset, going out again, leaving me here alone with the dogs (that he lives and breaths for) grumble, grumble, grumble. But you know what? These are mental health breaks for me. Really, insurance should pay for lunch, friends are the best medicine. You have to just go, he would find something else to grumble about . IF you don't take care of yourself, who will?",1,1
30458.6,"Is your mom a private pay patient or is she on medicare? 
  The reason I ask, is that if you all do private pay, you might want to check out a company I have toured, which I'm favorably impressed with - at least the place near me is unusually good, IMO.  It's Sunrise Senior Living and they have places all over the US and in Canada and the UK.  They run their places very differently than other NH's, IMO.  There are no uniforms and they are careful about the language used so it feels like a home environment.  The memory care unit was awesome - and very homelike  and everyone gets a lot of attention and they are busy all day. They have different workstations for the Alz patients with things like baby doll therapy.  They even use yellow Fiestaware plates to help the patients with the vision distortions that go with Alz so they can enjoy their food more.  The dining room had lots of yellow and red - colors known to stimulate the appetite.  They've thought of everything!  What I noticed most of all was how engaged the employees were with the residents - and everyone looked happy and had stuff to do.  Website is sunriseseniorliving dot com.  You can see if they have a facility near you.  In their assisted living area, I saw the caregivers bring in their folks for an afternoon snack of spinach and artichoke dip and chips or cookies and the caregivers were going all out to make sure everyone got whatever they wanted to eat and drink.  Because the caregivers know what each person's diet is, they also act as their waiters and waitresses.  Very interesting concept that seems to work very well. 
  I've visited 4 local facilities so far and there really is quite a difference between them. At one facility, in the memory care unit, the patients were out in the common areas but just left to entertain themselves.  The staff wore medical uniforms and although they tried to make it look pretty, it was not very homelike at all.  So, what I would do if I were you is visit every facility you possibly can and then decide which one you prefer.",0,1
35232.5,"I too think minor children are higher in the priority list.  You may need to make a ""pact"" with the kids to ensure that their needs are met without your DH becoming involved in whatever accommodations you arrange.",0,1
3467.5,"Kakelamakai wrote:
.... My eldest brother told me to go to our other home and not come back if there is an emergency. They seem to believe I am somehow enabling them...
It's not about enabling anymore.  That's not the point at all.  Your father will continue to do what he wants to do even not being able to.  At this point, you just take over.  Changes have to be made. ""Dad, I will not listen to this anymore...this is how it's going to be, because I love you...and that's that.""  
If your father ends up falling and knocking his head himself or God forbids what else, then what?  They cannot be alone.  Your father, as you know, should not be taking care of your mom anymore.  It has to be someone else.  Either in a facility, or as someone else here mentioned, 24/7 care at home.
I'm mid-age, rather healthy, but this is such a load of a job taking care of my father.  And yes, I'm getting tired and it seems more dragging with these shorter days lately.
I have help, but I take over as soon as I return from work, and throughout the night for diaper changes/grooming.  He and I are alone on the weekends.  He cannot walk on his own, brush his teeth, eat on his own, shave his face, I bathe him in bed, he doesn't assist me at all with anything.  Rolling him in bed, he does not help me at all.  All the load is on my body.  No matter what instructions given to him, forget it.  The caregiver does absolutely everything.
And this is going to take a long time caring for him, if not years.  
   ",0,1
28100.2,Grated Cheese.,0,0
12130.3,things that make you go hmmmmm....................,0,1
48327.12,"Elaine, I'm so sorry. You are in my prayers. I can't imagine what it must be like to grieve the loss of a loved one on top of the quarantine situations that are going on.  I've found with each loss, that people come around to give their condolences, attend the funeral, send cards, etc., but soon they go back to their own lives, which is when the lonely feelings hit hardest. I am just in the beginning of things with my husband, and know that one day, if I outlive him, I will be in the same shoes as others here. 
Our state is not in lockdown, although the governor and the mayor of my town declared a state of emergency.  There is a press conference being held by the governor tomorrow, and the announcement may bring a change. Most in my area are expecting a shelter in place mandate.  We are already being advised to self-quarantine, use social distancing, and follow all the other recommendations. I work in a childcare facility, and am considered an essential worker.  Unless we are closed down, I will need to continue working. I am staying home when not at work. Our local stores have set aside the first hours of their day for elderly and medically compromised shoppers; if I absolutely have to go to the store, I do so in the evenings. The stores have been virtually empty at 8 pm. Unfortunately, I've heard reports of people crowding stores earlier in the day, standing shoulder to shoulder, and the beaches were filled with visitors who were in no way observing social distancing. Because of the crowded situation, the coastal towns are closing their doors to visitors. 
I'm sorry, too, Army Vet, that the cemetery was closed to visitors. I don't understand, either, how some places can be so full of people in close contact but a place like a cemetery can be closed.  As I have been staying home, I've been going through a lot of pictures and putting them in albums. So many of them are of my mom and others who have gone on. I've been able to look at these without crying, for once. My phone takes a pretty decent picture of a photograph, so through the magic of technology it's been nice to send these to relatives and have virtual chats about family history. 
I wish us all well during these times of added stress and struggle!",1,1
38991.7,"Yeah, my only concern would be the possibility of choking /aspirating on the snuff. I don't know anything about vapor cigs, but could that be a safer choice? ",0,1
9822.13,"Unless you are an optional secondary income to your family, or financially independent, this one bears a lot of thought.  In some professions, it is hard to break into the job market to begin with (scads and scads of good, young new teachers in our district are unemployed).   Do they hold your position for you temporarily?  This could be a feasible option.
However, I would not quit a job outright if I needed it to survive.  Unless you are set for retirement, you could face extreme ageism in the workplace, and not be able to get re-hired for your profession.  Low wages, with your own reality of retirement and providing for care looming. . . .decreased SS . . .could present a grim reality for you down the line. 
Have you explored all the resources available to hire additional care help for Mom?  Her assets of course; Medicaid?   In home daytime help?
I would pursue the FMLA, and the possibility of part time employment provided that keeps you in the running as an employee of the district.  I would not quit outright without exploring all options. 
  I know you stated that you do not wish to use a nursing home for care; there are many on the boards with success at home until the end with the proper support services.  I will mention, however, that if you haven't visited facilities in your area, it could be a good idea to do so, so that you are fully educated about what a nursing home actually means.  Many are opposed to them solely based upon misconceptions.  While I had to choose very, very, carefully, the care my parent had was nothing short of amazing at his nursing home, with many supportive staff that grieved his decline right along with me.  I am just tossing that out in case you have not visited any.
Some on the boards have reported success finding suppleental caregivers from students in nursing school, church, or networking with other families who attend dementia support groups. ",0,1
8275.21,"Hello Feeling Angry,
     You have gotten several different opinions mostly based on individual experiences. This is because everyone experiences Alzheimer's, the terminal stage and actual death differently.  I am an RN with many years of dementia care experience. I believe the dying trajectory starts for an  Alzheimer's patient when they stop eating much, become bedridden, and are totally incontinent. When this happens there are signs that the body has begun to shut down bit by bit. This is the point at which Hospice can be of great help.
Here is some information I put together a while ago on Terminal Alzheimer's Care, It will help you to understand what to expect and how you can help her: 
The Terminal Stage of Dementia What Should Caregiver's Do?
https://www.alzconnected.org/discussion.aspx?tid=2147512641&g=posts&t=2147512645
 As far as the little ones go, that is entirely up to you. Most people who die of dementia simply slip away. However,   it might be a good idea to explain what is going on to a neighbor and ask if they might take the children for a few hours or overnight.
  There are also a number of books written for children that will help them understand what death is.
 This is an extremely difficult and personal time for all of you. I can only wish that peace comes easily for her as it does for most dementia patients. Lets pray that she falls asleep and passes quietly when her time comes.
 Will be thinking about you,
 Stephanie Z
 ",1,1
18468.26,"Hello Pam, I've been thinking of you and Debbie and wondering how you are both doing.   I was wondering if Hospice had returned yet.
  By the way; 24 hour caregivers from Hospice in a crisis situation for unmet physical OR emotional needs/crises are indeed part of Hospice AND this service is documented right in the federal policies for Medicare.
  Hospice can also provide P.T. for their patients.  This too is written into the federal policies and can be used to restore or to maintain function.  So, that may be an option if you want to plug Hospice in while maintaining P.T. services.
  I also wanted to let you know that both your and Debbie's names have been added to the prayer group at our church.
  So hope all is going better for Debbie.
  Johanna",1,1
38818.9,"I cried a lot also when my wife's condition started to decline.  My doctor prescribed an anti-depressant(Sirtraline, 50mg) and it has helped tremendously.",0,1
11236.3,"Hi Mr Steve,
     Since you are having so much trouble with the lift, would you consider just using a shower/commode chair?  You could just transfer her once to the chair for either toileting or a shower (as you can push the chair into the shower and wash her there) and then once back to bed or wheelchair.
     I'm so sorry you are having these problems, please let us know what you decided to do and how things go.
Stephanie Z",1,1
5944.5,"Hi!  I'm a newbie.  Some wonderful advice here.  Some I knew, some is new found advice.  I look forward to reading and sharing with everyone.  My 83 year old aunt has AD.  She and my uncle, 78, have no children of their own.   Helping out where I can.",1,1
34357.3,"It's the difference between learning from books and occasional observation and living with it 24/7.  Many doctors are excellent, but you get into the details of daily living from talking to folks who are there.  These discussion boards are the best I've found for getting practical (and practicable) advice.
Mike",0,1
14561.463," Travel to Heaven
This 85 year old couple, having been married almost 60 years, had died in a car crash. They had been in good health the last ten years mainly due to her interest in health food, and exercise.

When they reached the pearly gates, St. Peter took them to their mansion which was decked out with a beautiful kitchen and master bath suite and Jacuzzi. As they ""oohed and aahed"" the old man asked Peter how much all this was going to cost.

""It's free,"" Peter replied, ""this is Heaven.""

Next they went out back to survey the championship golf course that the home backed up to. They would have golfing privileges everyday and each week the course changed to a new one representing the great golf courses on earth.

The old man asked, ""what are the green fees?"".

Peter's reply, ""This is heaven, you play for free.""

Next they went to the club house and saw the lavish buffet lunch with the cuisine's of the world laid out.

""How much to eat?"" asked the old man.

""Don't you understand yet? This is heaven, it is free!"" Peter replied with some exasperation.

""Well, where are the low fat and low cholesterol tables?"" the old man asked timidly.

Peter lectured, ""That's the best part...you can eat as much as you like of whatever you like and you never get fat and you never get sick. This is Heaven.""

With that the old man went into a fit of anger, throwing down his hat and stomping on it, and shrieking wildly. Peter and his wife both tried to calm him down, asking him what was wrong.

The old man looked at his wife and said, ""This is all your fault. If it weren't for your blasted bran muffins, I could have been here ten years ago!""

 ",0,1
36426.7,"Good Morning s128
Please do not feel you were ever in the wrong place, there is a lot of wisdom and a lot of caring people on all of these message boards. 
I find to get people to respond directly to you and your questions is to start a thread of your own just like you did here. When you respond to other threads your advice and thoughts are always welcomed.
You will also find a lot of comfort and advice in the chat rooms,  you are welcome to go into any chat room you want. I am pretty new to this website and I am still learning how to navigate when I need to go to get the help I need. Please stay with us. Hugs Zetta ",1,1
5010.4,"My heart and prayers are with you. Your words of love for your mom are beautiful. And, what an amazing sign to see that license plate. Yes, she is well and at peace.
Now, it's time for you to heal. You will be in a fog at first, but eventually you can think more clearly. It helps to talk to others who have been or are grieving as well.
Hugs
Wendy",1,1
22519.2,"{{{Shirley}}} - good luck to you as you put your life back together. Own the tears. They are part of your journey.
  Hugs!",1,1
20883.2,"We have hired a GCM.  We are paying about $135 per hour.  It's not cheap but she has dealt with issues we've been having with the rehab facility, keeping the elder care lawyer assessed on the issues we are having, recommending doctors and ALF places (there are a lot of ALF's in our area of varying quality).  She is also providing documentation for the neuro appointment by reading records from all the hospitals my MIL has been in. My husband and I don't have the time or knowledge to comb through 3 months of hospital records to find what is needed.  She will also help us try to activate my MIL's LTC insurance.  She knows what to include and what not to include to ensure we get approval. 
  We have been told some of the money will be refunded to us by the LTC plan for the GCM.  I can see how it may not be necessary especially if they won't make recommendation for doctors or you don't need recommendations for ALF's or help activating insurance.  
  I think the decision to use a GCM is both financial (we are lucky that the LTC will pay us back for the service) and personal based on the complexity of the decisions you need to make.  A lot of people seem to hire GCM's when they are not located near the LO's so that someone is responsible for making sure that the ALF or SNF is providing appropriate care.
   ",0,1
20260.22,"totally agree!
 ",1,1
